StationID,region,Location,TotalSessions,AvgWaitTime,PeakHours
T-785,Texas,Dallas,2997,13 min,17-20
F-773,Florida,Tampa,1523,6 min,16-19
F-774,Florida,Orlando,622,7 min,16-19
C-1493,California,San Diego,1398,5 min,16-19
A-755,Arizona,Phoenix,472,12 min,16-19
A-756,Arizona,Phoenix,268,9 min,17-20
I-719,Illinois,Springfield,2262,7 min,18-21
I-720,Illinois,Springfield,4322,12 min,18-21
C-1494,Colorado,Denver,1381,12 min,17-20
A-757,Arizona,Phoenix,2245,15 min,17-20
NY-728,New York,Albany,4141,8 min,18-21
C-1495,California,Los Angeles,128,11 min,17-20
W-775,Washington,Seattle,3878,3 min,15-18
I-721,Illinois,Chicago,1641,8 min,17-20
N-792,Nevada,Las Vegas,1464,10 min,17-20
W-776,Washington,Spokane,1573,11 min,16-19
NY-729,New York,Buffalo,4647,4 min,16-19
I-722,Illinois,Springfield,660,6 min,17-20
C-1496,California,San Diego,3055,3 min,15-18
W-777,Washington,Seattle,4926,10 min,18-21
A-758,Arizona,Tucson,4793,13 min,15-18
I-723,Illinois,Chicago,591,9 min,15-18
A-759,Arizona,Phoenix,2183,14 min,18-21
F-775,Florida,Miami,2132,11 min,18-21
W-778,Washington,Seattle,4626,11 min,16-19
I-724,Illinois,Springfield,1302,12 min,18-21
F-776,Florida,Miami,3712,3 min,17-20
A-760,Arizona,Phoenix,2382,9 min,15-18
I-725,Illinois,Springfield,3393,3 min,16-19
NY-730,New York,Albany,530,6 min,18-21
N-793,Nevada,Reno,2849,15 min,17-20
C-1497,California,Los Angeles,2067,7 min,17-20
I-726,Illinois,Chicago,229,5 min,16-19
F-777,Florida,Miami,120,10 min,18-21
F-778,Florida,Orlando,2755,14 min,15-18
I-727,Illinois,Chicago,3825,10 min,16-19
T-786,Texas,Dallas,349,4 min,18-21
I-728,Illinois,Springfield,2169,3 min,18-21
NY-731,New York,Albany,4349,12 min,18-21
C-1498,Colorado,Boulder,3897,8 min,15-18
F-779,Florida,Orlando,3798,13 min,16-19
I-729,Illinois,Springfield,1784,8 min,18-21
A-761,Arizona,Phoenix,1439,5 min,17-20
W-779,Washington,Spokane,200,6 min,17-20
W-780,Washington,Spokane,666,6 min,17-20
NY-732,New York,Buffalo,327,13 min,15-18
T-787,Texas,Houston,4621,15 min,16-19
NY-733,New York,Albany,3484,6 min,16-19
F-780,Florida,Orlando,2451,7 min,18-21
NY-734,New York,New York City,1475,14 min,16-19
A-762,Arizona,Tucson,3019,10 min,15-18
NY-735,New York,Buffalo,1033,3 min,16-19
F-781,Florida,Tampa,3969,4 min,16-19
NY-736,New York,New York City,2256,3 min,15-18
A-763,Arizona,Phoenix,3825,6 min,17-20
I-730,Illinois,Springfield,2107,12 min,15-18
I-731,Illinois,Chicago,977,15 min,18-21
NY-737,New York,Buffalo,3459,5 min,18-21
W-781,Washington,Seattle,4130,15 min,16-19
A-764,Arizona,Tucson,428,12 min,17-20
G-758,Georgia,Savannah,175,6 min,15-18
NY-738,New York,Albany,1851,5 min,17-20
T-788,Texas,Houston,1893,7 min,15-18
NY-739,New York,New York City,4493,14 min,15-18
I-732,Illinois,Chicago,1828,14 min,16-19
C-1499,Colorado,Denver,206,15 min,15-18
F-782,Florida,Orlando,4694,12 min,17-20
G-759,Georgia,Atlanta,3240,14 min,17-20
C-1500,Colorado,Boulder,706,6 min,15-18
C-1501,California,Los Angeles,3677,3 min,18-21
C-1502,California,San Diego,4620,12 min,15-18
G-760,Georgia,Atlanta,1958,3 min,17-20
N-794,Nevada,Reno,3713,7 min,18-21
N-795,Nevada,Reno,4831,13 min,15-18
A-765,Arizona,Tucson,3651,5 min,15-18
N-796,Nevada,Las Vegas,4222,14 min,18-21
G-761,Georgia,Savannah,3292,10 min,17-20
C-1503,Colorado,Denver,2099,6 min,15-18
W-782,Washington,Seattle,948,10 min,15-18
I-733,Illinois,Chicago,4347,7 min,18-21
G-762,Georgia,Savannah,609,4 min,15-18
I-734,Illinois,Chicago,3391,4 min,16-19
C-1504,California,San Francisco,3313,9 min,17-20
T-789,Texas,Austin,4698,3 min,17-20
NY-740,New York,Buffalo,4097,4 min,17-20
I-735,Illinois,Chicago,3655,6 min,16-19
A-766,Arizona,Phoenix,1583,12 min,15-18
NY-741,New York,Buffalo,3302,15 min,15-18
A-767,Arizona,Phoenix,3755,9 min,18-21
NY-742,New York,New York City,1399,6 min,16-19
N-797,Nevada,Las Vegas,4010,8 min,17-20
A-768,Arizona,Phoenix,2690,12 min,16-19
NY-743,New York,Buffalo,4961,7 min,17-20
F-783,Florida,Orlando,3792,5 min,18-21
C-1505,California,San Diego,691,10 min,15-18
I-736,Illinois,Springfield,1484,13 min,18-21
T-790,Texas,Austin,706,10 min,16-19
A-769,Arizona,Phoenix,2131,4 min,17-20
G-763,Georgia,Savannah,1091,7 min,15-18
F-784,Florida,Orlando,390,12 min,18-21
N-798,Nevada,Las Vegas,3641,15 min,17-20
C-1506,Colorado,Boulder,1978,3 min,17-20
NY-744,New York,Buffalo,4539,15 min,17-20
C-1507,Colorado,Boulder,350,3 min,16-19
C-1508,Colorado,Denver,1714,11 min,18-21
A-770,Arizona,Phoenix,1818,12 min,18-21
N-799,Nevada,Las Vegas,1342,3 min,15-18
A-771,Arizona,Phoenix,4507,12 min,18-21
I-737,Illinois,Chicago,654,7 min,17-20
T-791,Texas,Austin,427,9 min,18-21
N-800,Nevada,Las Vegas,866,14 min,15-18
T-792,Texas,Austin,876,3 min,17-20
W-783,Washington,Spokane,773,7 min,17-20
NY-745,New York,Albany,4286,7 min,15-18
I-738,Illinois,Chicago,1436,4 min,18-21
NY-746,New York,Buffalo,426,11 min,15-18
F-785,Florida,Tampa,990,9 min,18-21
G-764,Georgia,Savannah,149,9 min,18-21
C-1509,Colorado,Boulder,1844,14 min,15-18
C-1510,California,Los Angeles,2730,9 min,18-21
C-1511,Colorado,Denver,4483,4 min,18-21
F-786,Florida,Orlando,3180,6 min,15-18
NY-747,New York,Buffalo,4620,3 min,18-21
G-765,Georgia,Savannah,4003,6 min,16-19
N-801,Nevada,Las Vegas,1394,5 min,16-19
C-1512,California,Los Angeles,2201,14 min,17-20
F-787,Florida,Orlando,608,11 min,16-19
W-784,Washington,Seattle,479,4 min,18-21
G-766,Georgia,Savannah,1815,15 min,17-20
NY-748,New York,Buffalo,1409,10 min,16-19
W-785,Washington,Seattle,3549,4 min,16-19
N-802,Nevada,Reno,3449,12 min,17-20
T-793,Texas,Dallas,2893,11 min,16-19
NY-749,New York,Buffalo,989,14 min,17-20
G-767,Georgia,Atlanta,2537,13 min,15-18
W-786,Washington,Seattle,1622,10 min,15-18
C-1513,California,San Francisco,3191,4 min,18-21
F-788,Florida,Miami,4570,10 min,18-21
A-772,Arizona,Tucson,684,13 min,15-18
F-789,Florida,Orlando,3369,12 min,17-20
G-768,Georgia,Savannah,4154,5 min,16-19
C-1514,California,San Francisco,3480,3 min,18-21
G-769,Georgia,Atlanta,4304,13 min,15-18
G-770,Georgia,Savannah,116,4 min,16-19
T-794,Texas,Austin,2382,6 min,17-20
W-787,Washington,Spokane,2862,12 min,18-21
C-1515,Colorado,Denver,4544,11 min,18-21
I-739,Illinois,Chicago,3825,9 min,17-20
NY-750,New York,Albany,3547,9 min,15-18
N-803,Nevada,Las Vegas,1991,9 min,15-18
N-804,Nevada,Reno,2876,14 min,18-21
N-805,Nevada,Reno,3305,8 min,18-21
NY-751,New York,New York City,1243,15 min,16-19
N-806,Nevada,Reno,2552,10 min,15-18
NY-752,New York,Albany,4405,15 min,16-19
T-795,Texas,Dallas,2937,3 min,17-20
T-796,Texas,Houston,3369,11 min,15-18
I-740,Illinois,Chicago,2207,13 min,17-20
F-790,Florida,Tampa,1821,11 min,17-20
C-1516,California,San Diego,1652,10 min,15-18
F-791,Florida,Miami,2372,5 min,18-21
A-773,Arizona,Tucson,3289,11 min,16-19
A-774,Arizona,Phoenix,141,3 min,15-18
G-771,Georgia,Atlanta,2912,3 min,18-21
W-788,Washington,Spokane,2491,6 min,16-19
I-741,Illinois,Chicago,4052,4 min,16-19
G-772,Georgia,Savannah,1691,15 min,16-19
W-789,Washington,Seattle,2242,5 min,16-19
A-775,Arizona,Phoenix,1682,3 min,18-21
G-773,Georgia,Savannah,4663,14 min,15-18
NY-753,New York,Albany,1680,4 min,16-19
N-807,Nevada,Reno,399,13 min,15-18
G-774,Georgia,Atlanta,494,4 min,18-21
W-790,Washington,Spokane,1517,5 min,17-20
N-808,Nevada,Las Vegas,3421,6 min,18-21
W-791,Washington,Seattle,2201,7 min,15-18
NY-754,New York,Albany,864,15 min,18-21
C-1517,California,San Francisco,3178,14 min,16-19
F-792,Florida,Tampa,562,6 min,15-18
C-1518,California,San Francisco,2480,13 min,15-18
A-776,Arizona,Tucson,922,5 min,18-21
F-793,Florida,Orlando,3749,6 min,16-19
T-797,Texas,Dallas,1150,9 min,15-18
N-809,Nevada,Reno,541,11 min,18-21
NY-755,New York,Buffalo,1641,15 min,16-19
C-1519,Colorado,Denver,1492,12 min,16-19
NY-756,New York,New York City,3451,3 min,16-19
A-777,Arizona,Phoenix,1384,4 min,16-19
N-810,Nevada,Las Vegas,3737,13 min,17-20
C-1520,California,San Diego,958,3 min,15-18
NY-757,New York,Buffalo,2689,10 min,16-19
NY-758,New York,New York City,3809,5 min,17-20
W-792,Washington,Seattle,3447,3 min,18-21
I-742,Illinois,Springfield,2872,3 min,16-19
C-1521,California,San Francisco,2506,12 min,18-21
A-778,Arizona,Tucson,1893,6 min,16-19
W-793,Washington,Seattle,405,8 min,18-21
A-779,Arizona,Tucson,172,9 min,15-18
N-811,Nevada,Reno,4144,15 min,15-18
C-1522,Colorado,Denver,4630,15 min,15-18
N-812,Nevada,Reno,1818,10 min,16-19
C-1523,Colorado,Boulder,3786,7 min,18-21
NY-759,New York,Albany,4021,11 min,16-19
W-794,Washington,Spokane,4375,7 min,16-19
T-798,Texas,Houston,4123,3 min,16-19
G-775,Georgia,Atlanta,351,4 min,17-20
N-813,Nevada,Las Vegas,454,3 min,18-21
I-743,Illinois,Chicago,1897,12 min,18-21
C-1524,Colorado,Boulder,1422,8 min,17-20
N-814,Nevada,Reno,2236,13 min,15-18
A-780,Arizona,Phoenix,4892,3 min,17-20
NY-760,New York,Albany,3414,11 min,18-21
T-799,Texas,Houston,4377,7 min,16-19
F-794,Florida,Orlando,4356,10 min,17-20
C-1525,California,San Diego,4527,8 min,17-20
T-800,Texas,Austin,1615,11 min,16-19
A-781,Arizona,Phoenix,4885,14 min,17-20
T-801,Texas,Dallas,1543,13 min,17-20
A-782,Arizona,Tucson,2187,12 min,18-21
N-815,Nevada,Reno,2219,6 min,16-19
NY-761,New York,Buffalo,2531,8 min,16-19
NY-762,New York,Buffalo,2331,6 min,15-18
I-744,Illinois,Springfield,3858,15 min,15-18
F-795,Florida,Tampa,3001,4 min,17-20
C-1526,Colorado,Boulder,4561,10 min,16-19
I-745,Illinois,Springfield,2931,5 min,18-21
W-795,Washington,Seattle,2488,15 min,18-21
W-796,Washington,Seattle,4291,5 min,15-18
W-797,Washington,Seattle,2638,14 min,17-20
N-816,Nevada,Reno,4779,13 min,15-18
N-817,Nevada,Reno,588,12 min,16-19
F-796,Florida,Miami,164,6 min,17-20
C-1527,California,Los Angeles,4015,12 min,18-21
G-776,Georgia,Savannah,3498,15 min,17-20
A-783,Arizona,Tucson,2964,14 min,15-18
T-802,Texas,Dallas,2462,4 min,15-18
N-818,Nevada,Las Vegas,1475,15 min,15-18
NY-763,New York,New York City,2886,11 min,17-20
NY-764,New York,Buffalo,2331,3 min,18-21
N-819,Nevada,Las Vegas,2385,10 min,15-18
A-784,Arizona,Tucson,4843,3 min,17-20
W-798,Washington,Spokane,1299,6 min,16-19
NY-765,New York,Buffalo,3046,12 min,18-21
F-797,Florida,Miami,3258,11 min,18-21
G-777,Georgia,Savannah,2885,9 min,16-19
C-1528,Colorado,Boulder,398,7 min,17-20
G-778,Georgia,Savannah,4612,10 min,18-21
NY-766,New York,New York City,1519,13 min,17-20
G-779,Georgia,Atlanta,3614,11 min,15-18
F-798,Florida,Orlando,3757,10 min,16-19
NY-767,New York,New York City,3317,11 min,17-20
G-780,Georgia,Savannah,698,15 min,17-20
N-820,Nevada,Reno,3189,6 min,17-20
I-746,Illinois,Springfield,2521,10 min,15-18
A-785,Arizona,Phoenix,670,3 min,15-18
N-821,Nevada,Reno,4446,8 min,16-19
C-1529,California,San Francisco,3297,10 min,17-20
F-799,Florida,Miami,1655,4 min,18-21
C-1530,California,San Francisco,476,3 min,17-20
A-786,Arizona,Tucson,988,6 min,16-19
NY-768,New York,Buffalo,2262,5 min,18-21
N-822,Nevada,Reno,1789,15 min,18-21
C-1531,Colorado,Boulder,208,9 min,16-19
N-823,Nevada,Reno,3088,4 min,16-19
W-799,Washington,Spokane,3182,6 min,18-21
NY-769,New York,Buffalo,3538,3 min,16-19
A-787,Arizona,Tucson,1710,8 min,17-20
F-800,Florida,Orlando,457,13 min,18-21
T-803,Texas,Dallas,1659,9 min,15-18
NY-770,New York,Albany,2833,3 min,16-19
T-804,Texas,Houston,4474,8 min,15-18
NY-771,New York,New York City,4770,12 min,16-19
C-1532,California,Los Angeles,3627,8 min,15-18
A-788,Arizona,Tucson,3110,9 min,17-20
F-801,Florida,Tampa,2082,9 min,15-18
NY-772,New York,New York City,2716,14 min,15-18
G-781,Georgia,Savannah,3606,11 min,18-21
G-782,Georgia,Savannah,4806,3 min,15-18
N-824,Nevada,Las Vegas,2028,10 min,17-20
A-789,Arizona,Phoenix,957,3 min,16-19
W-800,Washington,Seattle,3521,12 min,16-19
G-783,Georgia,Atlanta,4710,11 min,18-21
NY-773,New York,Albany,4598,11 min,15-18
G-784,Georgia,Savannah,1587,12 min,15-18
N-825,Nevada,Las Vegas,2434,10 min,15-18
N-826,Nevada,Reno,797,5 min,16-19
T-805,Texas,Dallas,2826,11 min,15-18
I-747,Illinois,Chicago,3127,9 min,15-18
C-1533,California,San Diego,3186,10 min,18-21
G-785,Georgia,Atlanta,343,7 min,18-21
N-827,Nevada,Las Vegas,1415,8 min,17-20
N-828,Nevada,Las Vegas,3884,7 min,18-21
NY-774,New York,Albany,518,15 min,17-20
NY-775,New York,Albany,1069,6 min,18-21
T-806,Texas,Dallas,4817,14 min,15-18
N-829,Nevada,Reno,4607,5 min,16-19
G-786,Georgia,Savannah,3957,6 min,15-18
T-807,Texas,Dallas,4254,7 min,15-18
T-808,Texas,Austin,3829,3 min,17-20
C-1534,California,Los Angeles,2218,8 min,16-19
N-830,Nevada,Reno,338,4 min,15-18
I-748,Illinois,Chicago,4368,5 min,15-18
C-1535,Colorado,Denver,647,7 min,18-21
F-802,Florida,Orlando,160,9 min,17-20
F-803,Florida,Tampa,4491,11 min,16-19
W-801,Washington,Spokane,1739,8 min,16-19
N-831,Nevada,Las Vegas,1212,4 min,17-20
C-1536,Colorado,Boulder,2897,6 min,16-19
F-804,Florida,Miami,2914,11 min,16-19
N-832,Nevada,Reno,2096,7 min,16-19
F-805,Florida,Orlando,271,15 min,17-20
C-1537,California,San Francisco,3916,9 min,15-18
N-833,Nevada,Las Vegas,598,4 min,16-19
F-806,Florida,Orlando,3737,6 min,15-18
F-807,Florida,Orlando,3052,15 min,17-20
C-1538,Colorado,Boulder,2494,9 min,18-21
F-808,Florida,Tampa,3047,4 min,18-21
G-787,Georgia,Atlanta,2247,11 min,18-21
W-802,Washington,Spokane,2511,8 min,17-20
C-1539,Colorado,Boulder,198,11 min,15-18
F-809,Florida,Orlando,4238,8 min,16-19
W-803,Washington,Seattle,4086,14 min,15-18
T-809,Texas,Austin,4909,5 min,17-20
F-810,Florida,Tampa,4138,15 min,17-20
N-834,Nevada,Las Vegas,224,8 min,16-19
N-835,Nevada,Reno,2492,8 min,15-18
N-836,Nevada,Reno,4320,14 min,17-20
C-1540,California,San Francisco,3932,5 min,15-18
T-810,Texas,Houston,1487,14 min,18-21
NY-776,New York,Buffalo,4699,4 min,17-20
G-788,Georgia,Atlanta,1334,12 min,18-21
W-804,Washington,Seattle,4843,13 min,18-21
NY-777,New York,Buffalo,3180,5 min,16-19
G-789,Georgia,Savannah,2882,4 min,18-21
C-1541,California,Los Angeles,4824,4 min,18-21
T-811,Texas,Dallas,515,4 min,17-20
I-749,Illinois,Chicago,839,8 min,15-18
G-790,Georgia,Atlanta,3411,11 min,17-20
T-812,Texas,Houston,2251,8 min,15-18
T-813,Texas,Austin,2525,9 min,17-20
C-1542,California,Los Angeles,3931,4 min,16-19
C-1543,Colorado,Denver,4027,15 min,18-21
A-790,Arizona,Phoenix,2968,7 min,17-20
W-805,Washington,Spokane,1692,9 min,16-19
N-837,Nevada,Las Vegas,2146,8 min,15-18
G-791,Georgia,Atlanta,566,7 min,16-19
T-814,Texas,Houston,4204,4 min,17-20
C-1544,California,San Francisco,4676,15 min,17-20
C-1545,California,Los Angeles,551,13 min,15-18
G-792,Georgia,Savannah,3031,11 min,16-19
NY-778,New York,New York City,2546,12 min,18-21
NY-779,New York,New York City,2238,14 min,17-20
I-750,Illinois,Springfield,3062,8 min,17-20
NY-780,New York,Albany,2093,3 min,16-19
G-793,Georgia,Savannah,695,5 min,15-18
A-791,Arizona,Tucson,1321,14 min,17-20
T-815,Texas,Houston,3535,13 min,16-19
C-1546,California,San Diego,3159,3 min,16-19
C-1547,Colorado,Denver,1597,7 min,15-18
T-816,Texas,Austin,4268,14 min,17-20
C-1548,Colorado,Denver,4040,5 min,17-20
C-1549,Colorado,Boulder,463,9 min,17-20
T-817,Texas,Austin,4390,4 min,18-21
C-1550,Colorado,Boulder,4232,13 min,15-18
F-811,Florida,Orlando,3018,9 min,16-19
T-818,Texas,Austin,122,5 min,17-20
N-838,Nevada,Las Vegas,873,5 min,16-19
N-839,Nevada,Las Vegas,377,6 min,18-21
F-812,Florida,Orlando,3819,12 min,16-19
A-792,Arizona,Phoenix,1044,8 min,15-18
A-793,Arizona,Tucson,2098,13 min,15-18
W-806,Washington,Spokane,1088,5 min,17-20
N-840,Nevada,Las Vegas,463,10 min,16-19
I-751,Illinois,Springfield,3114,12 min,18-21
A-794,Arizona,Tucson,2779,3 min,17-20
G-794,Georgia,Atlanta,4126,9 min,16-19
T-819,Texas,Houston,2822,7 min,16-19
W-807,Washington,Spokane,3390,10 min,18-21
A-795,Arizona,Phoenix,789,6 min,17-20
W-808,Washington,Spokane,2871,8 min,16-19
I-752,Illinois,Springfield,2021,9 min,17-20
F-813,Florida,Miami,4732,10 min,16-19
F-814,Florida,Miami,1687,4 min,18-21
C-1551,Colorado,Boulder,707,12 min,15-18
NY-781,New York,Albany,1532,5 min,18-21
F-815,Florida,Miami,718,5 min,17-20
I-753,Illinois,Chicago,1890,10 min,17-20
N-841,Nevada,Las Vegas,401,15 min,18-21
C-1552,Colorado,Denver,4482,5 min,18-21
A-796,Arizona,Phoenix,1098,15 min,17-20
G-795,Georgia,Savannah,2466,4 min,15-18
T-820,Texas,Dallas,865,15 min,16-19
N-842,Nevada,Reno,105,5 min,16-19
W-809,Washington,Seattle,392,4 min,15-18
T-821,Texas,Dallas,3047,13 min,15-18
C-1553,California,San Francisco,117,8 min,18-21
W-810,Washington,Seattle,1396,15 min,18-21
C-1554,California,San Diego,4279,3 min,15-18
T-822,Texas,Austin,3851,15 min,17-20
N-843,Nevada,Reno,1786,7 min,18-21
G-796,Georgia,Savannah,4611,9 min,18-21
T-823,Texas,Austin,3956,7 min,15-18
NY-782,New York,Albany,4131,8 min,17-20
A-797,Arizona,Phoenix,2012,7 min,16-19
A-798,Arizona,Phoenix,4343,10 min,18-21
NY-783,New York,Buffalo,3680,15 min,16-19
T-824,Texas,Dallas,271,4 min,17-20
C-1555,California,Los Angeles,1137,5 min,17-20
T-825,Texas,Austin,4064,14 min,18-21
N-844,Nevada,Las Vegas,3635,12 min,16-19
T-826,Texas,Austin,511,7 min,17-20
T-827,Texas,Houston,798,15 min,16-19
A-799,Arizona,Phoenix,4686,11 min,16-19
I-754,Illinois,Springfield,139,8 min,16-19
T-828,Texas,Dallas,3058,8 min,15-18
I-755,Illinois,Springfield,4080,14 min,18-21
A-800,Arizona,Phoenix,2115,15 min,16-19
T-829,Texas,Dallas,2443,10 min,15-18
NY-784,New York,Buffalo,2424,8 min,18-21
G-797,Georgia,Atlanta,4622,12 min,16-19
G-798,Georgia,Savannah,2748,9 min,15-18
F-816,Florida,Orlando,2823,5 min,15-18
C-1556,Colorado,Boulder,2418,11 min,17-20
C-1557,Colorado,Denver,2227,9 min,15-18
G-799,Georgia,Atlanta,521,5 min,17-20
C-1558,Colorado,Denver,4498,7 min,15-18
I-756,Illinois,Chicago,4524,11 min,18-21
I-757,Illinois,Chicago,2446,10 min,17-20
NY-785,New York,New York City,4339,14 min,15-18
C-1559,California,San Francisco,3359,9 min,18-21
T-830,Texas,Houston,2363,9 min,18-21
N-845,Nevada,Reno,1463,4 min,18-21
G-800,Georgia,Atlanta,4498,14 min,18-21
G-801,Georgia,Savannah,470,11 min,16-19
A-801,Arizona,Tucson,1742,7 min,18-21
G-802,Georgia,Savannah,384,5 min,17-20
G-803,Georgia,Atlanta,2160,10 min,16-19
NY-786,New York,Buffalo,4666,7 min,18-21
C-1560,California,Los Angeles,3680,4 min,17-20
C-1561,California,Los Angeles,196,10 min,18-21
N-846,Nevada,Las Vegas,1396,4 min,15-18
G-804,Georgia,Atlanta,4123,15 min,17-20
I-758,Illinois,Springfield,4406,11 min,16-19
G-805,Georgia,Atlanta,172,13 min,18-21
C-1562,California,San Francisco,4559,10 min,18-21
G-806,Georgia,Atlanta,4488,7 min,15-18
I-759,Illinois,Chicago,4839,12 min,16-19
C-1563,California,San Francisco,4131,11 min,15-18
A-802,Arizona,Phoenix,1454,3 min,18-21
NY-787,New York,New York City,2511,13 min,15-18
G-807,Georgia,Atlanta,3477,10 min,15-18
T-831,Texas,Dallas,926,8 min,16-19
I-760,Illinois,Chicago,3293,6 min,18-21
C-1564,California,Los Angeles,3011,15 min,16-19
G-808,Georgia,Savannah,585,10 min,17-20
I-761,Illinois,Chicago,4773,8 min,18-21
F-817,Florida,Orlando,1793,5 min,15-18
I-762,Illinois,Springfield,3389,3 min,18-21
I-763,Illinois,Chicago,3877,5 min,15-18
C-1565,California,Los Angeles,560,7 min,16-19
F-818,Florida,Tampa,788,11 min,16-19
G-809,Georgia,Atlanta,3322,4 min,17-20
F-819,Florida,Miami,2312,11 min,15-18
A-803,Arizona,Tucson,1847,5 min,15-18
T-832,Texas,Austin,293,12 min,18-21
C-1566,Colorado,Denver,4366,10 min,17-20
W-811,Washington,Spokane,3355,14 min,15-18
C-1567,Colorado,Denver,2875,10 min,15-18
NY-788,New York,Albany,738,9 min,18-21
G-810,Georgia,Atlanta,509,5 min,15-18
NY-789,New York,Buffalo,2559,12 min,18-21
F-820,Florida,Orlando,169,14 min,17-20
W-812,Washington,Spokane,3440,15 min,17-20
C-1568,Colorado,Boulder,3881,3 min,18-21
NY-790,New York,New York City,2246,9 min,15-18
W-813,Washington,Spokane,3835,6 min,18-21
C-1569,Colorado,Denver,677,3 min,16-19
I-764,Illinois,Chicago,3623,5 min,18-21
NY-791,New York,Buffalo,1144,9 min,17-20
NY-792,New York,Albany,1026,3 min,15-18
A-804,Arizona,Tucson,4167,9 min,18-21
N-847,Nevada,Reno,364,10 min,15-18
N-848,Nevada,Las Vegas,806,11 min,16-19
A-805,Arizona,Tucson,1380,11 min,15-18
F-821,Florida,Tampa,4515,7 min,18-21
W-814,Washington,Spokane,189,14 min,15-18
F-822,Florida,Tampa,132,6 min,18-21
G-811,Georgia,Atlanta,4014,3 min,18-21
F-823,Florida,Tampa,1259,13 min,18-21
C-1570,California,San Diego,3038,8 min,16-19
G-812,Georgia,Savannah,3336,8 min,17-20
N-849,Nevada,Reno,3474,8 min,16-19
F-824,Florida,Miami,3451,12 min,17-20
N-850,Nevada,Reno,4090,10 min,17-20
T-833,Texas,Austin,3667,8 min,16-19
C-1571,California,Los Angeles,449,13 min,15-18
C-1572,California,Los Angeles,4329,10 min,17-20
F-825,Florida,Tampa,4988,13 min,16-19
T-834,Texas,Dallas,3236,13 min,16-19
W-815,Washington,Spokane,3498,9 min,15-18
C-1573,California,San Francisco,2454,14 min,15-18
C-1574,California,San Francisco,1702,12 min,16-19
I-765,Illinois,Chicago,4154,8 min,17-20
C-1575,Colorado,Boulder,3845,8 min,16-19
W-816,Washington,Spokane,3899,13 min,18-21
A-806,Arizona,Phoenix,4192,4 min,16-19
W-817,Washington,Spokane,1060,11 min,17-20
W-818,Washington,Seattle,1887,14 min,17-20
G-813,Georgia,Savannah,3278,6 min,16-19
T-835,Texas,Austin,1662,8 min,18-21
W-819,Washington,Seattle,1117,14 min,16-19
A-807,Arizona,Phoenix,2709,12 min,18-21
C-1576,California,San Diego,4462,9 min,17-20
T-836,Texas,Dallas,4025,7 min,18-21
F-826,Florida,Orlando,2556,7 min,17-20
A-808,Arizona,Phoenix,4363,7 min,17-20
I-766,Illinois,Chicago,4594,4 min,16-19
NY-793,New York,New York City,3082,4 min,17-20
F-827,Florida,Miami,3524,7 min,15-18
I-767,Illinois,Springfield,222,15 min,16-19
NY-794,New York,New York City,675,4 min,17-20
F-828,Florida,Orlando,2572,4 min,18-21
NY-795,New York,Buffalo,4635,9 min,16-19
N-851,Nevada,Las Vegas,2446,10 min,18-21
G-814,Georgia,Atlanta,1491,6 min,18-21
T-837,Texas,Houston,3209,8 min,18-21
G-815,Georgia,Savannah,2085,15 min,18-21
C-1577,Colorado,Denver,2789,4 min,17-20
I-768,Illinois,Chicago,3180,12 min,18-21
N-852,Nevada,Reno,3924,14 min,15-18
I-769,Illinois,Springfield,3035,11 min,15-18
I-770,Illinois,Chicago,2016,10 min,17-20
W-820,Washington,Spokane,2528,13 min,17-20
C-1578,Colorado,Denver,1124,15 min,16-19
I-771,Illinois,Chicago,4189,15 min,15-18
F-829,Florida,Tampa,109,5 min,16-19
C-1579,California,San Diego,3266,12 min,15-18
T-838,Texas,Austin,2779,12 min,15-18
G-816,Georgia,Atlanta,2749,6 min,15-18
W-821,Washington,Seattle,3833,4 min,15-18
N-853,Nevada,Las Vegas,2307,6 min,17-20
N-854,Nevada,Reno,4601,3 min,16-19
G-817,Georgia,Atlanta,1689,11 min,15-18
A-809,Arizona,Tucson,2396,14 min,18-21
W-822,Washington,Spokane,965,15 min,18-21
C-1580,California,San Francisco,2809,13 min,17-20
NY-796,New York,New York City,4870,4 min,15-18
C-1581,Colorado,Denver,2443,14 min,18-21
I-772,Illinois,Springfield,4848,6 min,17-20
N-855,Nevada,Reno,4991,11 min,17-20
I-773,Illinois,Chicago,3915,14 min,18-21
F-830,Florida,Miami,1074,7 min,15-18
I-774,Illinois,Chicago,1440,5 min,18-21
G-818,Georgia,Atlanta,2526,14 min,16-19
A-810,Arizona,Phoenix,2159,6 min,15-18
T-839,Texas,Dallas,4585,6 min,16-19
W-823,Washington,Seattle,462,11 min,18-21
NY-797,New York,Buffalo,2734,9 min,15-18
C-1582,Colorado,Denver,2612,14 min,16-19
T-840,Texas,Dallas,4690,3 min,18-21
NY-798,New York,New York City,3821,14 min,15-18
C-1583,Colorado,Boulder,480,7 min,17-20
I-775,Illinois,Chicago,2306,14 min,15-18
NY-799,New York,Albany,420,14 min,18-21
T-841,Texas,Dallas,4202,15 min,16-19
N-856,Nevada,Reno,393,14 min,17-20
F-831,Florida,Orlando,4585,3 min,18-21
N-857,Nevada,Reno,4526,11 min,18-21
C-1584,California,San Francisco,292,7 min,18-21
G-819,Georgia,Atlanta,2572,8 min,17-20
T-842,Texas,Austin,4087,9 min,17-20
C-1585,California,San Diego,4466,10 min,15-18
C-1586,Colorado,Denver,928,9 min,16-19
